timestamp,outdoor_temp_c
2025-01-13 00:00:00,-7.955017548875226
2025-01-13 00:15:00,-7.825828151022698
2025-01-13 00:30:00,-7.4206209404898305
2025-01-13 00:45:00,-6.050323883632476
2025-01-13 01:00:00,-5.109834018503938
2025-01-13 01:15:00,-4.495288603290813
2025-01-13 01:30:00,-5.0462089167483635
2025-01-13 01:45:00,-6.321900603544086
2025-01-13 02:00:00,-5.845005161234633
2025-01-13 02:15:00,-6.4411761179694205
2025-01-13 02:30:00,-5.384640466499423
2025-01-13 02:45:00,-5.104198875336345
2025-01-13 03:00:00,-5.970565769050689
2025-01-13 03:15:00,-5.561424319124466
2025-01-13 03:30:00,-4.627359282411013
2025-01-13 03:45:00,-4.362581840153935
2025-01-13 04:00:00,-5.248840197595349
2025-01-13 04:15:00,-4.821383776832086
2025-01-13 04:30:00,-4.287354390363251
2025-01-13 04:45:00,-3.2054267514095613
2025-01-13 05:00:00,-2.287781049472044
2025-01-13 05:15:00,-3.3588919164112356
2025-01-13 05:30:00,-3.8717983232938002
2025-01-13 05:45:00,-3.023516609793778
2025-01-13 06:00:00,-4.971900669559295
2025-01-13 06:15:00,-3.8424154050431776
2025-01-13 06:30:00,-4.7004485722698846
2025-01-13 06:45:00,-5.00627932792759
2025-01-13 07:00:00,-3.0522840261611783
2025-01-13 07:15:00,-2.9983980313821776
2025-01-13 07:30:00,-3.2268181414330566
2025-01-13 07:45:00,-2.7395960806363506
2025-01-13 08:00:00,-2.724680659621617
2025-01-13 08:15:00,-3.345898355119131
2025-01-13 08:30:00,-2.883936862343347
2025-01-13 08:45:00,-0.18054844822891525
2025-01-13 09:00:00,0.9253818455016871
2025-01-13 09:15:00,1.3967547682935155
2025-01-13 09:30:00,1.6248646854865871
2025-01-13 09:45:00,2.486210190693275
2025-01-13 10:00:00,3.0903238119639127
2025-01-13 10:15:00,1.8820227931752802
2025-01-13 10:30:00,2.3637945730780077
2025-01-13 10:45:00,2.2678761355937977
2025-01-13 11:00:00,4.163637237173722
2025-01-13 11:15:00,3.6434458475121723
2025-01-13 11:30:00,4.89429872274239
2025-01-13 11:45:00,3.1825353673318686
2025-01-13 12:00:00,3.306076266754273
2025-01-13 12:15:00,2.182397568037567
2025-01-13 12:30:00,0.9026370456984809
2025-01-13 12:45:00,1.6684077204743293
2025-01-13 13:00:00,0.2587962868381801
2025-01-13 13:15:00,-0.08023283430275896
2025-01-13 13:30:00,-1.0939737959118905
2025-01-13 13:45:00,-0.7548680564859775
2025-01-13 14:00:00,-0.5909815876216415
2025-01-13 14:15:00,-3.3812293601180157
2025-01-13 14:30:00,-2.6085470488463667
2025-01-13 14:45:00,-3.4632191123009037
2025-01-13 15:00:00,-1.1511331293874472
2025-01-13 15:15:00,-0.31803467147828757
2025-01-13 15:30:00,0.5446655460938015
2025-01-13 15:45:00,-2.622223108170409
2025-01-13 16:00:00,-0.7190770846830379
2025-01-13 16:15:00,-0.9491251254283539
2025-01-13 16:30:00,-2.8229083322796114
2025-01-13 16:45:00,-2.6577797074908966
2025-01-13 17:00:00,-1.3551750340778854
2025-01-13 17:15:00,-3.5389592053778047
2025-01-13 17:30:00,-2.491861599735218
2025-01-13 17:45:00,-3.1444871050011756
2025-01-13 18:00:00,-4.060013069860464
2025-01-13 18:15:00,-4.769563266487562
2025-01-13 18:30:00,-5.9280592472543265
2025-01-13 18:45:00,-5.8301658687855555
2025-01-13 19:00:00,-5.687610383541835
2025-01-13 19:15:00,-4.629452013832364
2025-01-13 19:30:00,-3.2090530258031156
2025-01-13 19:45:00,-3.884310958538488
2025-01-13 20:00:00,-2.8900768701828774
2025-01-13 20:15:00,-4.573481138457063
2025-01-13 20:30:00,-4.064817148818491
2025-01-13 20:45:00,-5.615504499923051
2025-01-13 21:00:00,-6.461933511885784
2025-01-13 21:15:00,-5.89653815644068
2025-01-13 21:30:00,-6.929706032932713
2025-01-13 21:45:00,-6.469796914090055
2025-01-13 22:00:00,-8.306944905410727
2025-01-13 22:15:00,-9.173811984601182
2025-01-13 22:30:00,-8.537366320660034
2025-01-13 22:45:00,-6.795715015087981
2025-01-13 23:00:00,-8.238510432621174
2025-01-13 23:15:00,-6.409371962342458
2025-01-13 23:30:00,-6.194747412486876
2025-01-13 23:45:00,-3.647920172403678
2025-01-14 00:00:00,-4.211102231800739
2025-01-14 00:15:00,-4.9699441065101855
2025-01-14 00:30:00,-4.709590098099824
2025-01-14 00:45:00,-6.08744903322517
2025-01-14 01:00:00,-5.976498173332652
2025-01-14 01:15:00,-6.077552236606383
2025-01-14 01:30:00,-4.540188748779768
2025-01-14 01:45:00,-4.210377218614478
2025-01-14 02:00:00,-5.742294485448321
2025-01-14 02:15:00,-7.248019715284409
2025-01-14 02:30:00,-8.252026246266807
2025-01-14 02:45:00,-10.476704507788885
2025-01-14 03:00:00,-12.6764593908773
2025-01-14 03:15:00,-9.776282314214539
2025-01-14 03:30:00,-10.446206925325702
2025-01-14 03:45:00,-8.590045106791205
2025-01-14 04:00:00,-9.184359826014866
2025-01-14 04:15:00,-9.340669199035204
2025-01-14 04:30:00,-10.99949245586787
2025-01-14 04:45:00,-9.08092739252333
2025-01-14 05:00:00,-9.186117127172722
2025-01-14 05:15:00,-6.856494608818512
2025-01-14 05:30:00,-7.4100682437891585
2025-01-14 05:45:00,-5.591827359307021
2025-01-14 06:00:00,-3.6163948698513617
2025-01-14 06:15:00,-5.241549213232537
2025-01-14 06:30:00,-4.476991390191212
2025-01-14 06:45:00,-5.490027692658
2025-01-14 07:00:00,-6.593561541901146
2025-01-14 07:15:00,-6.136643655520037
2025-01-14 07:30:00,-4.883473233190292
2025-01-14 07:45:00,-3.0546274302919842
2025-01-14 08:00:00,-3.3078397187910347
2025-01-14 08:15:00,-1.975454970024865
2025-01-14 08:30:00,-1.2148752296844478
2025-01-14 08:45:00,-1.169050904567162
2025-01-14 09:00:00,-2.231155266660088
2025-01-14 09:15:00,-2.0786115386867685
2025-01-14 09:30:00,2.1697483846442536
2025-01-14 09:45:00,0.9426650786662942
2025-01-14 10:00:00,0.672247720075001
2025-01-14 10:15:00,-0.44544609748896224
2025-01-14 10:30:00,1.1682271641525408
2025-01-14 10:45:00,3.202324202019615
2025-01-14 11:00:00,4.574816731146509
2025-01-14 11:15:00,6.629430666464241
2025-01-14 11:30:00,6.132695260307159
2025-01-14 11:45:00,7.725316521284604
2025-01-14 12:00:00,6.262240673287314
2025-01-14 12:15:00,7.679473184510163
2025-01-14 12:30:00,8.935533803836956
2025-01-14 12:45:00,7.60802603389798
2025-01-14 13:00:00,8.192241571206612
2025-01-14 13:15:00,6.3311003449178855
2025-01-14 13:30:00,4.162719590104594
2025-01-14 13:45:00,2.0978919571209733
2025-01-14 14:00:00,0.46034817227469826
2025-01-14 14:15:00,-1.156081679520387
2025-01-14 14:30:00,-1.484759961192653
2025-01-14 14:45:00,0.39182165272705083
2025-01-14 15:00:00,-0.2200043428890237
2025-01-14 15:15:00,-1.5254151750214753
2025-01-14 15:30:00,-0.9597480493883577
2025-01-14 15:45:00,-1.5448490573293663
2025-01-14 16:00:00,-1.7130104605763756
2025-01-14 16:15:00,-1.5245670159538411
2025-01-14 16:30:00,-1.3116430402490318
2025-01-14 16:45:00,-2.463134500787799
2025-01-14 17:00:00,-3.0469980028786714
2025-01-14 17:15:00,-2.206265641423375
2025-01-14 17:30:00,-2.982163948727982
2025-01-14 17:45:00,-3.569735685913459
2025-01-14 18:00:00,-3.4857456762753722
2025-01-14 18:15:00,-3.277641927709711
2025-01-14 18:30:00,-3.9711668026005853
2025-01-14 18:45:00,-3.5873055240574048
2025-01-14 19:00:00,-3.9102385096553816
2025-01-14 19:15:00,-5.7829255394607495
2025-01-14 19:30:00,-5.222989458897728
2025-01-14 19:45:00,-6.512174625110013
2025-01-14 20:00:00,-3.029197276198998
2025-01-14 20:15:00,-3.04368065494156
2025-01-14 20:30:00,-3.7416544242062844
2025-01-14 20:45:00,-3.0479279907817807
2025-01-14 21:00:00,-1.651902394089407
2025-01-14 21:15:00,-0.262119386667508
2025-01-14 21:30:00,-0.3885032991594022
2025-01-14 21:45:00,0.4157236624404925
2025-01-14 22:00:00,0.7463769162412666
2025-01-14 22:15:00,0.3319504873829704
2025-01-14 22:30:00,-1.9757535714401797
2025-01-14 22:45:00,-2.318899377493036
2025-01-14 23:00:00,-5.744699208745363
2025-01-14 23:15:00,-6.970922460498845
2025-01-14 23:30:00,-5.429105535810925
2025-01-14 23:45:00,-5.372015095306722
2025-01-15 00:00:00,-5.57251459147809
2025-01-15 00:15:00,-6.7454608599494605
2025-01-15 00:30:00,-7.824857286635076
2025-01-15 00:45:00,-8.633156736358455
2025-01-15 01:00:00,-10.234913411960216
2025-01-15 01:15:00,-12.797831009760774
2025-01-15 01:30:00,-11.256563778539874
2025-01-15 01:45:00,-9.03035725422281
2025-01-15 02:00:00,-9.649976721321963
2025-01-15 02:15:00,-8.53720014433071
2025-01-15 02:30:00,-9.86363398889127
2025-01-15 02:45:00,-9.20942064478029
2025-01-15 03:00:00,-10.655567314134627
2025-01-15 03:15:00,-9.259196308075028
2025-01-15 03:30:00,-8.945497075136261
2025-01-15 03:45:00,-10.226499137386082
2025-01-15 04:00:00,-9.240356863263115
2025-01-15 04:15:00,-6.965762790755359
2025-01-15 04:30:00,-6.765056236791085
2025-01-15 04:45:00,-6.616676010897553
2025-01-15 05:00:00,-6.400820933034437
2025-01-15 05:15:00,-6.0453610218581435
2025-01-15 05:30:00,-4.345972341509663
2025-01-15 05:45:00,-2.6707875283855973
2025-01-15 06:00:00,-5.150382840628015
2025-01-15 06:15:00,-3.5142432249043294
2025-01-15 06:30:00,-3.6454686985821416
2025-01-15 06:45:00,-1.5171709069712516
2025-01-15 07:00:00,-0.9363813678330031
2025-01-15 07:15:00,0.22479320335404118
2025-01-15 07:30:00,-0.43999342824521515
2025-01-15 07:45:00,-2.057944376261715
2025-01-15 08:00:00,-1.6959799523651498
2025-01-15 08:15:00,-0.4799234175275804
2025-01-15 08:30:00,0.40244906291399074
2025-01-15 08:45:00,1.296910498735389
2025-01-15 09:00:00,1.4763753916287023
2025-01-15 09:15:00,2.2371794689198437
2025-01-15 09:30:00,1.1019237726250601
2025-01-15 09:45:00,0.8380576613147244
2025-01-15 10:00:00,-1.1162160617926824
2025-01-15 10:15:00,-1.1734890085862542
2025-01-15 10:30:00,-1.5427627273230222
2025-01-15 10:45:00,-1.464650391870819
2025-01-15 11:00:00,-0.21052218615214668
2025-01-15 11:15:00,-0.20551303338147542
2025-01-15 11:30:00,-3.7770998555345425
2025-01-15 11:45:00,-2.0441093065528824
2025-01-15 12:00:00,-1.8733248708742205
2025-01-15 12:15:00,-0.9736498736079702
2025-01-15 12:30:00,-2.0173246124535424
2025-01-15 12:45:00,-1.0765655153615281
2025-01-15 13:00:00,0.6513930029567963
2025-01-15 13:15:00,-1.5082118987486237
2025-01-15 13:30:00,-0.1535063853501617
2025-01-15 13:45:00,-1.4836959386948765
2025-01-15 14:00:00,-2.564644828832266
2025-01-15 14:15:00,-2.6796550020470447
2025-01-15 14:30:00,-0.29819267390276405
2025-01-15 14:45:00,-2.733851144536971
2025-01-15 15:00:00,-3.658594718104361
2025-01-15 15:15:00,-3.7342155441435727
2025-01-15 15:30:00,-3.088269260236944
2025-01-15 15:45:00,-3.4102544554293948
2025-01-15 16:00:00,-3.078391070387924
2025-01-15 16:15:00,-4.539435312289237
2025-01-15 16:30:00,-3.7666234030972365
2025-01-15 16:45:00,-2.7071995633415655
2025-01-15 17:00:00,-4.309485978701263
2025-01-15 17:15:00,-5.46583009197062
2025-01-15 17:30:00,-5.14987014841009
2025-01-15 17:45:00,-4.9375671553822125
2025-01-15 18:00:00,-4.510117449527164
2025-01-15 18:15:00,-6.2217917633569915
2025-01-15 18:30:00,-6.858635523404104
2025-01-15 18:45:00,-7.589039124560939
2025-01-15 19:00:00,-6.062087113600781
2025-01-15 19:15:00,-6.367221796220656
2025-01-15 19:30:00,-7.15713346930016
2025-01-15 19:45:00,-8.397086750583686
2025-01-15 20:00:00,-8.483393972631616
2025-01-15 20:15:00,-7.127870526938394
2025-01-15 20:30:00,-9.156492648910408
2025-01-15 20:45:00,-9.069385490030621
2025-01-15 21:00:00,-8.509840611520309
2025-01-15 21:15:00,-6.186022393605823
2025-01-15 21:30:00,-5.557747301432718
2025-01-15 21:45:00,-4.1428811131174434
2025-01-15 22:00:00,-4.377037932478455
2025-01-15 22:15:00,-6.328051614494591
2025-01-15 22:30:00,-8.214321606520173
2025-01-15 22:45:00,-9.148148269753687
2025-01-15 23:00:00,-8.993443485824013
2025-01-15 23:15:00,-9.348525255161132
2025-01-15 23:30:00,-9.893077442609641
2025-01-15 23:45:00,-7.644897793508068
2025-01-16 00:00:00,-10.584891215996288
2025-01-16 00:15:00,-11.73716532748816
2025-01-16 00:30:00,-8.653114100405372
2025-01-16 00:45:00,-8.232376097389889
2025-01-16 01:00:00,-9.004236176865549
2025-01-16 01:15:00,-10.270046612949264
2025-01-16 01:30:00,-9.123455238931117
2025-01-16 01:45:00,-8.147333876927833
2025-01-16 02:00:00,-7.069730034362067
2025-01-16 02:15:00,-8.580605666561388
2025-01-16 02:30:00,-8.267853547747615
2025-01-16 02:45:00,-8.385055627644862
2025-01-16 03:00:00,-7.6776440662292735
2025-01-16 03:15:00,-9.483061147434505
2025-01-16 03:30:00,-8.505572062913023
2025-01-16 03:45:00,-6.422298432890839
2025-01-16 04:00:00,-7.94613694340082
2025-01-16 04:15:00,-6.659349038681539
2025-01-16 04:30:00,-4.453506690754668
2025-01-16 04:45:00,-3.296829763043562
2025-01-16 05:00:00,-3.3156040974344956
2025-01-16 05:15:00,-3.103046686642131
2025-01-16 05:30:00,-3.689180778939903
2025-01-16 05:45:00,-3.323053951492619
2025-01-16 06:00:00,-4.493323744952464
2025-01-16 06:15:00,-4.26647431684244
2025-01-16 06:30:00,-5.127556389115508
2025-01-16 06:45:00,-6.677278941160312
