timestamp,id_price_eur_per_mwh
2025-01-13 00:00:00,138.21682803058246
2025-01-13 00:15:00,123.4744887780662
2025-01-13 00:30:00,132.94547610769976
2025-01-13 00:45:00,131.23209439786774
2025-01-13 01:00:00,61.78617304684985
2025-01-13 01:15:00,127.00413611204118
2025-01-13 01:30:00,135.21851891451644
2025-01-13 01:45:00,131.0800706032846
2025-01-13 02:00:00,118.58941996392072
2025-01-13 02:15:00,140.05984751858557
2025-01-13 02:30:00,165.04855530502547
2025-01-13 02:45:00,143.72159256212598
2025-01-13 03:00:00,122.93237103615941
2025-01-13 03:15:00,144.43460297063186
2025-01-13 03:30:00,124.15825983705734
2025-01-13 03:45:00,114.90753105290119
2025-01-13 04:00:00,123.85025407203712
2025-01-13 04:15:00,121.19159003888097
2025-01-13 04:30:00,135.21990641509956
2025-01-13 04:45:00,117.91783471881385
2025-01-13 05:00:00,148.4233776373766
2025-01-13 05:15:00,97.83374455712416
2025-01-13 05:30:00,114.82991587029771
2025-01-13 05:45:00,124.43003645810704
2025-01-13 06:00:00,74.58793829174658
2025-01-13 06:15:00,117.10073757457998
2025-01-13 06:30:00,144.60181360981395
2025-01-13 06:45:00,124.49043103593833
2025-01-13 07:00:00,123.55890390017277
2025-01-13 07:15:00,86.26118721831416
2025-01-13 07:30:00,162.70448526293197
2025-01-13 07:45:00,114.98499913887198
2025-01-13 08:00:00,84.7729021129293
2025-01-13 08:15:00,135.0284546681069
2025-01-13 08:30:00,103.69998293850797
2025-01-13 08:45:00,104.71031000675234
2025-01-13 09:00:00,80.90596594559099
2025-01-13 09:15:00,101.65303836583155
2025-01-13 09:30:00,107.97933377906887
2025-01-13 09:45:00,136.11248342562763
2025-01-13 10:00:00,124.19134907546838
2025-01-13 10:15:00,112.58575960891031
2025-01-13 10:30:00,121.65360572946831
2025-01-13 10:45:00,106.41904815595073
2025-01-13 11:00:00,-66.88620415653884
2025-01-13 11:15:00,148.21228519471805
2025-01-13 11:30:00,137.89303784935285
2025-01-13 11:45:00,132.12505579569742
2025-01-13 12:00:00,143.17654987784474
2025-01-13 12:15:00,111.26477274238357
2025-01-13 12:30:00,-20.488881278369
2025-01-13 12:45:00,143.84716482693045
2025-01-13 13:00:00,85.23539657599778
2025-01-13 13:15:00,122.96192652440503
2025-01-13 13:30:00,113.40936667057674
2025-01-13 13:45:00,91.38166993527071
2025-01-13 14:00:00,137.49097155018688
2025-01-13 14:15:00,128.7386568259335
2025-01-13 14:30:00,115.70533809818177
2025-01-13 14:45:00,145.68298361303093
2025-01-13 15:00:00,-2.589859002303921
2025-01-13 15:15:00,103.21281677432586
2025-01-13 15:30:00,123.13939066346379
2025-01-13 15:45:00,139.38434508361067
2025-01-13 16:00:00,147.5368127060911
2025-01-13 16:15:00,162.31676872393797
2025-01-13 16:30:00,133.33813535873222
2025-01-13 16:45:00,127.31191300847536
