timestamp,da_price_eur_per_mwh
2025-01-13 00:00:00,133.8206969104908
2025-01-13 00:15:00,111.2672790166468
2025-01-13 00:30:00,143.48500497203702
2025-01-13 00:45:00,147.58821061412402
2025-01-13 01:00:00,97.63926084703441
2025-01-13 01:15:00,109.51492243628955
2025-01-13 01:30:00,134.91868750414758
2025-01-13 01:45:00,127.37690639424171
2025-01-13 02:00:00,132.69412774102176
2025-01-13 02:15:00,117.98288299143829
2025-01-13 02:30:00,148.07094490682118
2025-01-13 02:45:00,145.9144224289044
2025-01-13 03:00:00,132.9379132784005
2025-01-13 03:15:00,150.8550478836863
2025-01-13 03:30:00,138.53351960070103
2025-01-13 03:45:00,114.42937636657145
2025-01-13 04:00:00,134.94127302664697
2025-01-13 04:15:00,110.65182466912422
2025-01-13 04:30:00,141.69034075895695
2025-01-13 04:45:00,124.2890618697223
2025-01-13 05:00:00,120.75282356174077
2025-01-13 05:15:00,110.89669596306116
2025-01-13 05:30:00,143.05240185331607
2025-01-13 05:45:00,117.83816299477299
2025-01-13 06:00:00,111.9895714971153
2025-01-13 06:15:00,112.341922129717
2025-01-13 06:30:00,126.9308510557464
2025-01-13 06:45:00,123.2283604823643
2025-01-13 07:00:00,123.39195256284106
2025-01-13 07:15:00,123.17215555880614
2025-01-13 07:30:00,152.70901892287378
2025-01-13 07:45:00,107.85173292843298
2025-01-13 08:00:00,105.86886176367031
2025-01-13 08:15:00,100.59138121767523
2025-01-13 08:30:00,125.73227455183203
2025-01-13 08:45:00,134.93753651766102
2025-01-13 09:00:00,113.50500580398295
2025-01-13 09:15:00,101.18556203405247
2025-01-13 09:30:00,101.89765127642112
2025-01-13 09:45:00,128.17495302880405
2025-01-13 10:00:00,130.26382868334719
2025-01-13 10:15:00,127.21391000555582
2025-01-13 10:30:00,106.48384325332356
2025-01-13 10:45:00,122.57558511406279
2025-01-13 11:00:00,-45.10908044890185
2025-01-13 11:15:00,122.98860317984023
2025-01-13 11:30:00,134.69675070278154
2025-01-13 11:45:00,123.64183767865977
2025-01-13 12:00:00,131.91141719424368
2025-01-13 12:15:00,121.55712070437127
2025-01-13 12:30:00,-10.897354730341632
2025-01-13 12:45:00,132.31669453174882
2025-01-13 13:00:00,96.34411860579654
2025-01-13 13:15:00,116.91355407840098
2025-01-13 13:30:00,115.01963862328248
2025-01-13 13:45:00,112.87855722041466
2025-01-13 14:00:00,120.09593770939621
2025-01-13 14:15:00,151.94717192237496
2025-01-13 14:30:00,111.51199609664587
2025-01-13 14:45:00,144.4772593893239
2025-01-13 15:00:00,-25.388860913594655
2025-01-13 15:15:00,123.3660707973885
2025-01-13 15:30:00,132.91693129160808
2025-01-13 15:45:00,141.18986289013358
2025-01-13 16:00:00,144.28156556339553
2025-01-13 16:15:00,146.6845401366583
2025-01-13 16:30:00,127.73836092428597
2025-01-13 16:45:00,126.86442252869622
2025-01-13 17:00:00,151.14331940038107
2025-01-13 17:15:00,133.9790107619988
2025-01-13 17:30:00,116.17431673711542
2025-01-13 17:45:00,119.74699000086824
2025-01-13 18:00:00,124.40473759604114
2025-01-13 18:15:00,149.8712186446313
2025-01-13 18:30:00,144.0317441158377
2025-01-13 18:45:00,153.6319524026706
2025-01-13 19:00:00,133.69221054807815
2025-01-13 19:15:00,143.1737331923863
2025-01-13 19:30:00,150.21363722467444
2025-01-13 19:45:00,132.4093029613291
2025-01-13 20:00:00,144.1409181644751
2025-01-13 20:15:00,122.74813163202093
2025-01-13 20:30:00,126.12275705072557
2025-01-13 20:45:00,123.99850539354294
2025-01-13 21:00:00,108.10192046772931
2025-01-13 21:15:00,136.12223394912934
2025-01-13 21:30:00,118.2312391324016
2025-01-13 21:45:00,125.81631005753663
2025-01-13 22:00:00,133.47945483976739
2025-01-13 22:15:00,132.65761613007535
2025-01-13 22:30:00,136.5483175030983
2025-01-13 22:45:00,123.48909214135419
2025-01-13 23:00:00,118.31751325681658
2025-01-13 23:15:00,124.9995934263941
2025-01-13 23:30:00,97.64461967956888
2025-01-13 23:45:00,102.68968161642553
2025-01-14 00:00:00,105.34979356797442
2025-01-14 00:15:00,112.02407016221775
2025-01-14 00:30:00,137.35704678247237
2025-01-14 00:45:00,115.29133337786494
2025-01-14 01:00:00,125.17342072217545
2025-01-14 01:15:00,155.0484477870245
2025-01-14 01:30:00,126.45574972453336
2025-01-14 01:45:00,145.82656297781662
2025-01-14 02:00:00,116.65872736656218
2025-01-14 02:15:00,129.32488323068063
2025-01-14 02:30:00,116.06498315517473
2025-01-14 02:45:00,126.37887350002619
2025-01-14 03:00:00,146.49665724597185
2025-01-14 03:15:00,100.90910812526784
2025-01-14 03:30:00,137.96340864273094
2025-01-14 03:45:00,133.6362562772312
2025-01-14 04:00:00,118.09939884989755
2025-01-14 04:15:00,102.13514650122198
2025-01-14 04:30:00,127.58861564046063
2025-01-14 04:45:00,115.90553167275343
2025-01-14 05:00:00,128.06863739187838
2025-01-14 05:15:00,123.20426430617862
2025-01-14 05:30:00,149.6979477940248
2025-01-14 05:45:00,116.36259421958734
2025-01-14 06:00:00,101.58299103347528
2025-01-14 06:15:00,121.6504716443848
2025-01-14 06:30:00,121.47427104745692
2025-01-14 06:45:00,140.6277606920888
2025-01-14 07:00:00,130.7924674328046
2025-01-14 07:15:00,121.88692031067283
2025-01-14 07:30:00,140.8468752733713
2025-01-14 07:45:00,94.16953103390209
2025-01-14 08:00:00,103.64634646868987
2025-01-14 08:15:00,98.62621375680465
2025-01-14 08:30:00,108.13985187092317
2025-01-14 08:45:00,91.09740258219824
2025-01-14 09:00:00,126.62311665158357
2025-01-14 09:15:00,112.0082919510564
2025-01-14 09:30:00,90.59585116660952
2025-01-14 09:45:00,99.02583409012803
2025-01-14 10:00:00,122.7522617870536
2025-01-14 10:15:00,132.38481401775482
2025-01-14 10:30:00,153.0819425048702
2025-01-14 10:45:00,169.5142438849117
2025-01-14 11:00:00,126.11561340371492
2025-01-14 11:15:00,101.85352440591312
2025-01-14 11:30:00,82.14482594527854
2025-01-14 11:45:00,124.4227549355082
2025-01-14 12:00:00,105.81284944194306
2025-01-14 12:15:00,113.1146237045594
2025-01-14 12:30:00,110.07927594941043
2025-01-14 12:45:00,118.81419883667587
2025-01-14 13:00:00,140.5078882614427
2025-01-14 13:15:00,125.26503906433551
2025-01-14 13:30:00,120.48393919461759
2025-01-14 13:45:00,105.94386765960968
2025-01-14 14:00:00,95.61286434292516
2025-01-14 14:15:00,117.28419933637798
2025-01-14 14:30:00,125.73173475134526
2025-01-14 14:45:00,158.48005044100918
2025-01-14 15:00:00,130.6739846342619
2025-01-14 15:15:00,146.4333890344313
2025-01-14 15:30:00,121.33996844722355
2025-01-14 15:45:00,110.2033449484365
2025-01-14 16:00:00,114.95444584734227
2025-01-14 16:15:00,120.11839616067216
2025-01-14 16:30:00,171.09815877563722
2025-01-14 16:45:00,120.59020078328761
2025-01-14 17:00:00,150.81119131315512
2025-01-14 17:15:00,121.53449960029234
2025-01-14 17:30:00,154.81024389021655
2025-01-14 17:45:00,146.32504692216997
2025-01-14 18:00:00,137.762878161441
